joss_id,title,language,dependencies,predicted_categories,ground_truth,reasoning,success,error
2651,medrxivr: Accessing and searching medRxiv and bioRxiv preprint data in R,R,"['bib2df', 'covr', 'curl', 'data.table', 'dplyr', 'httr', 'jsonlite', 'kableExtra', 'knitr', 'lubridate', 'methods', 'progress', 'purrr', 'rlang', 'rmarkdown', 'spelling', 'stringr', 'testthat', 'tibble']","['Data Analytics', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Ris', 'Software', 'Software Analytics', 'Ui']",,True,
1926,OpenTripPlanner for R,R,"['RcppSimdJson', 'checkmate', 'covr', 'curl', 'data.table', 'geodist', 'googlePolylines', 'knitr', 'progressr', 'purrr', 'rjson', 'rmarkdown', 'sf', 'sfheaders', 'terra', 'testthat', 'tibble']","['Data Analytics', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Ris', 'Software', 'Software Analytics', 'Ui']",,True,
6868,APackOfTheClones: Visualization of clonal expansion with circle packing,R,"['Rcpp', 'Seurat', 'SeuratObject', 'assertthat', 'colorspace', 'covr', 'cowplot', 'dplyr', 'ggforce', 'ggplot2', 'hash', 'knitr', 'lifecycle', 'magrittr', 'methods', 'rlang', 'rmarkdown', 'spelling', 'testthat', 'vdiffr']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
5844,verdata: An R package for analyzing data from the Truth Commission in Colombia,R,"['LCMCR', 'Rdpack', 'arrow', 'assertr', 'base', 'covr', 'digest', 'dplyr', 'glue', 'logger', 'magrittr', 'purrr', 'readr', 'rjson', 'rlang', 'spelling', 'stats', 'stringr', 'testthat', 'tibble']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
5334,PostcodesioR: An R package for UK geocoding,R,"['covr', 'dplyr', 'httr', 'knitr', 'purrr', 'rmarkdown', 'testthat']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
4056,APCtools: Descriptive and Model-based Age-Period-Cohort Analysis,R,"['checkmate', 'colorspace', 'covr', 'dplyr', 'ggplot2', 'ggpubr', 'knitr', 'mgcv', 'rmarkdown', 'scales', 'stringr', 'testthat', 'tidyr']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
3358,experDesign: stratifying samples into batches with minimal bias,R,"['MASS', 'covr', 'knitr', 'methods', 'rmarkdown', 'spelling', 'stats', 'testthat', 'utils']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
1566,kdensity: An R package for kernel density estimation with parametric starts and asymmetric kernels,R,"['EQL', 'SkewHyperbolic', 'assertthat', 'covr', 'extraDistr', 'knitr', 'rmarkdown', 'testthat', 'univariateML']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
765,Philentropy: Information Theory and Distance Quantification with R,R,"['KernSmooth', 'Rcpp', 'knitr', 'microbenchmark', 'poorman', 'rmarkdown', 'testthat']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
648,comorbidity: An R package for computing comorbidity scores,R,"['checkmate', 'covr', 'data.table', 'knitr', 'rmarkdown', 'stats', 'stringi', 'testthat', 'utils']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
314,USAboundaries: Historical and Contemporary Boundaries of the United States of America,R,"['USAboundariesData', 'covr', 'dplyr', 'knitr', 'leaflet', 'rmarkdown', 'sf', 'testthat', 'tibble']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",,True,
8063,medRCT: Causal mediation analysis estimating interventional effects mapped to a target trial in R,R,"['boot', 'brglm2', 'collapse', 'data.table', 'detectseparation', 'knitr', 'rmarkdown', 'shiny', 'shinytest2', 'stats', 'testthat', 'zoo']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
7211,ollamar: An R package for running large language models,R,"['base64enc', 'crayon', 'glue', 'httr2', 'jsonlite', 'knitr', 'rmarkdown', 'testthat', 'tibble']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
7024,densify: An R package to reduce empty cells in data frames of typological linguistic data,R,"['ape', 'bookdown', 'cli', 'dplyr', 'generics', 'ggplot2', 'knitr', 'pillar', 'rlang', 'rmarkdown', 'stats', 'testthat', 'tibble', 'tidyselect', 'tidyverse', 'vctrs']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
5987,greeks: Sensitivities of Prices of Financial Options and Implied Volatilities,R,"['R.rsp', 'Rcpp', 'dqrng', 'ggplot2', 'knitr', 'magrittr', 'plotly', 'rmarkdown', 'shiny', 'testthat', 'tibble', 'tidyr']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
5575,Bidsme: expandable BIDS-ifier of brain imagery datasets,Python,"['bidsschematools', 'coloredlogs', 'dcm2niix', 'dicom_parser', 'nibabel', 'pandas', 'pydicom', 'pyparsing', 'ruamel.yaml']","['Data Analytics', 'Ris', 'Software']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
5750,"einprot: flexible, easy-to-use, reproducible workflows for statistical analysis of quantitative proteomics data",R,"['BiocManager', 'BiocSingular', 'Biostrings', 'ComplexHeatmap', 'ComplexUpset', 'DT', 'ExploreModelMatrix', 'GGally', 'IRanges', 'MsCoreUtils', 'QFeatures', 'S4Vectors', 'STRINGdb', 'SingleCellExperiment', 'SummarizedExperiment', 'XML', 'babelgene', 'circlize', 'cowplot', 'dplyr']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
4848,UBayFS: An R Package for User Guided Feature Selection,R,"['DT', 'DirichletReg', 'GA', 'GSelection', 'RColorBrewer', 'Rdimtools', 'caret', 'dplyr', 'ggplot2', 'glmnet', 'gridExtra', 'hyper2', 'knitr', 'mRMRe', 'matrixStats', 'methods', 'plyr', 'prettydoc', 'rmarkdown', 'rpart']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
3888,mmrefpoints: Projecting long-term marine mammal abundance with bycatch,R,"['DT', 'attempt', 'config', 'dplyr', 'extrafont', 'forcats', 'formattable', 'gapminder', 'gganimate', 'ggplot2', 'glue', 'golem', 'gridExtra', 'htmltools', 'kableExtra', 'knitr', 'magick', 'magrittr', 'pkgload', 'plotly']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
3659,argodata: An R interface to oceanographic data from the International Argo Program,R,"['RNetCDF', 'curl', 'dplyr', 'fs', 'glue', 'progress', 'rlang', 'stringr', 'testthat', 'tibble', 'tidyr', 'vctrs', 'vroom']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
1342,corporaexplorer: An R package for dynamic exploration of text collections,R,"['RColorBrewer', 'data.table', 'dplyr', 'ggplot2', 'janeaustenr', 'lubridate', 'magrittr', 'padr', 'plyr', 're2', 'rlang', 'rmarkdown', 'scales', 'shiny', 'shinyWidgets', 'shinydashboard', 'shinyjs', 'shinytest2', 'sotu', 'stringi']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software', 'Ui']",,True,
8341,ChemInformant: A Robust and Workflow-Centric Python Client for High-Throughput PubChem Access,Python,"['Pillow', 'matplotlib', 'pandas', 'pydantic', 'pygments', 'pystow', 'requests', 'requests-cache', 'scikit-learn', 'seaborn', 'sphinx', 'sphinx-copybutton', 'sphinx-rtd-theme', 'sqlalchemy']","['Data Analytics', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Ris', 'Software']",,True,
7012,universalmotif: An R package for biological motif analysis,R,"['BiocGenerics', 'BiocParallel', 'Biostrings', 'GenomicRanges', 'IRanges', 'MASS', 'MatrixGenerics', 'MotifDb', 'Rcpp', 'RcppThread', 'S4Vectors', 'TFBSTools', 'ape', 'bookdown', 'cowplot', 'dplyr', 'ggbio', 'ggplot2', 'ggseqlogo', 'ggtree']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
6305,AgriFoodPy: a package for modelling food systems,Python,"['myst-parser', 'netcdf4', 'sphinx-autoapi', 'sphinx-gallery', 'sphinx_rtd_theme']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
6033,helios: An R package to process heating and cooling degrees for GCAM,R,"['RColorBrewer', 'data.table', 'dplyr', 'gcamdata', 'ggplot2', 'kableExtra', 'knitr', 'lubridate', 'magrittr', 'ncdf4', 'raster', 'rmap', 'rmarkdown', 'sf', 'sp', 'terra', 'testthat', 'tibble', 'tidyr']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
5879,inAccessMod: An R package to automate data downloading and processing for AccessMod,R,"['RCurl', 'crsuggest', 'data.table', 'dplyr', 'exactextractr', 'fasterize', 'fs', 'geodata', 'jsonlite', 'knitr', 'lubridate', 'osmdata', 'osmextract', 'raster', 'readxl', 'rgeoboundaries', 'rmarkdown', 'sf', 'stringi', 'stringr']","['Data Analytics', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Ris', 'Software']",,True,
4015,rmap: An R package to plot and compare tabular data on customizable maps across scenarios and time,R,"['RColorBrewer', 'cowplot', 'data.table', 'dplyr', 'ggplot2', 'ggrepel', 'grDevices', 'jgcricolors', 'knitr', 'magick', 'magrittr', 'methods', 'raster', 'rlang', 'rmarkdown', 'scales', 'sf', 'stringr', 'testthat', 'tibble']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
2285,PupillometryR: An R package for preparing and analysing pupillometry data,R,"['dplyr', 'fda', 'ggplot2', 'itsadug', 'knitr', 'mgcv', 'rlang', 'rmarkdown', 'signal', 'stats', 'stringr', 'tidyr', 'utils', 'zoo']","['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
790,phylogram: an R package for phylogenetic analysis with nested lists,R,"['ape', 'dendextend', 'knitr', 'methods', 'rmarkdown', 'stats', 'testthat']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
176,remBoot: An R package for Random Encounter Modelling,R,"['ggplot2', 'knitr', 'rmarkdown', 'testthat']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
51,rdefra: Interact with the UK AIR Pollution Database from DEFRA,nan,"['curl', 'dplyr', 'ggplot2', 'httr', 'knitr', 'lubridate', 'rmarkdown', 'sf', 'testthat', 'tibble', 'xml2', 'zoo']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Ris', 'Software']",,True,
4036,sweater: Speedy Word Embedding Association Test and Extras Using R,R,"['LiblineaR', 'Rcpp', 'cli', 'combinat', 'covr', 'data.table', 'proxy', 'purrr', 'quanteda', 'testthat']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Software', 'Software Analytics', 'Ui']",,True,
6696,The ARC-OPT Library for Whole-Body Control of Robotic Systems,C++,"['Boost', 'Doxygen', 'PkgConfig', 'constraints', 'controllers', 'core', 'kuka_iiwa', 'rh5', 'rh5v2', 'robot_models', 'scenes', 'solvers', 'src', 'tasks', 'tools', 'tutorials', 'types']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Software', 'Software Analytics']",,True,
1041,"hillR: taxonomic, functional, and phylogenetic diversity and similarity through Hill Numbers",R,"['FD', 'ade4', 'ape', 'betapart', 'covr', 'geiger', 'plyr', 'testthat', 'tibble']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Software', 'Software Analytics']",,True,
5220,TSInterpret: A Python Package for the Interpretability of Time Series Classification,Python,"['backcall', 'debugpy', 'decorator', 'entrypoints', 'ipykernel', 'ipython', 'jedi', 'jupyter-client', 'jupyter-core', 'matplotlib-inline', 'nest-asyncio', 'packaging', 'parso', 'pexpect', 'pickleshare', 'prompt-toolkit', 'psutil', 'ptyprocess', 'pygments', 'pyparsing']",[],"['Data Analytics', 'Software', 'Ui']",,False,JSON parse error: Extra data: line 3 column 1 (char 100)
7484,ExaDEM: a HPC application based on exaNBody targeting scalable DEM simulations with complex particle shapes,C++,"['analysis', 'commands', 'contribs', 'driver', 'exaNBody', 'example', 'field', 'forcefield', 'grid', 'interaction', 'io', 'numericalscheme', 'polyhedra', 'polyhedron', 'rsa', 'rsa_mpi', 'shape', 'sphere', 'spheres', 'src']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Software']",,True,
6224,SelfEEG: A Python library for Self-Supervised Learning in Electroencephalography,Python,"['pandas', 'pip', 'scikit-learn', 'torch', 'torchaudio', 'torchvision', 'tqdm']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Software']",,True,
5026,"mlpack 4: a fast, header-only C++ machine learning library",C++,"['Bfd', 'LibDL', 'PkgConfig', 'mlpack']","['Modeling And Simulation', 'Data Analytics', 'Software', 'Ris']","['Data Analytics', 'Software']",,True,
1285,"Detecting Fraud in Online Surveys by Tracing, Scoring, and Visualizing IP Addresses",R,"['amerika', 'dplyr', 'graphics', 'httr', 'iptools', 'jsonlite', 'testthat', 'utils']","['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Software']",,True,
4945,RingsPy: A Python package for Voronoi mesh generation of cellular solids with radial growth pattern,Python,['matplotlib'],"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software']",['Data Analytics'],,True,
3440,Nominally: A Name Parser for Record Linkage,Python,['unidecode'],"['Data Analytics', 'Ris', 'Software']",['Data Analytics'],,True,
2367,"HOOMD-TF: GPU-Accelerated, Online Machine Learning in the HOOMD-blue Molecular Dynamics Engine",Python,"['NetworkX', 'hoomd', 'mdanalysis', 'tensorflow']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software']",['Data Analytics'],,True,
828,The hhi Package: Streamlined Calculation and Visualization of Herfindahl-Hirschman Index Scores,R,['ggplot2'],"['Data Analytics', 'Ris', 'Software', 'Ui']",['Data Analytics'],,True,
2783,SLAM Toolbox: SLAM for the dynamic world,C++,"['Boost', 'CHOLMOD', 'CSparse', 'Ceres', 'Eigen3', 'G2O', 'LAPACK', 'OpenMP', 'PkgConfig', 'Qt5', 'ament_cmake', 'ament_cmake_gtest', 'ament_lint_auto', 'bond', 'bondcpp', 'builtin_interfaces', 'interactive_markers', 'kartoSlamToolbox', 'karto_sdk', 'lifecycle_msgs']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",,True,
7958,REMORA: Regional Modeling of Oceans Refined Adaptively (built on AMReX),C++,"['${AMREX_SUBMOD_LOCATION}', 'Advection', 'BoundaryLayer', 'Channel_Test', 'Docs', 'DogboneAnalytic', 'DoubleGyre', 'DoublyPeriodic', 'Doxygen', 'Exec', 'IdealMiniGrid', 'LATEX', 'MOAB', 'MPI', 'Seamount', 'Sphinx', 'Tests', 'Upwelling']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Ris', 'Software Analytics']",,True,
5202,ERF: Energy Research and Forecasting,C++,"['${AMREX_SUBMOD_LOCATION}', '${NOAHMP_HOME} ${NOAHMP_BIN}', 'ABL', 'AMReX', 'Bomex', 'Bubble', 'Couette_Poiseuille', 'DensityCurrent', 'Docs', 'Doxygen', 'EB_SquareCylinder', 'EkmanSpiral', 'Exec', 'FlowInABox', 'IsentropicVortex', 'LATEX', 'LandSurfaceModel', 'MPI', 'MovingTerrain', 'NVHPC']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Ris', 'Software Analytics']",,True,
5450,PeleLMeX: an AMR Low Mach Number Reactive Flow Simulation Code without level sub-cycling,C++,"['${AMREX_HYDRO_SUBMOD_LOCATION}', '${AMREX_SUBMOD_LOCATION}', '${SUNDIALS_SUBMOD_LOCATION}', 'Exec', 'MPI', 'Plasma', 'Production', 'Radiation', 'RegTests', 'Sphinx', 'Tests', 'UnitTests']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Ris']",,True,
6881,DTW-C++: Fast dynamic time warping and clustering of time series data,C++,"['CLI11', 'OpenMP', 'armadillo', 'benchmark', 'dtwc bin', 'dtwc++', 'examples', 'mip', 'mip-solvers', 'project_options', 'project_warnings', 'tests']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Software Analytics']",,True,
280,AmgXWrapper: An interface between PETSc and the NVIDIA AmgX library,C++,"['CUDAToolkit', 'Doxygen', 'MPI', 'PkgConfig', 'amgxwrapper', 'poisson', 'solveFromFiles']","['Modeling And Simulation', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Software', 'Software Analytics']",,True,
6948,small_gicp: Efficient and parallel algorithms for point cloud registration,C++,"['Eigen3', 'GTest', 'Iridescence', 'OpenMP', 'PCL', 'Python', 'TBB', 'fmt', 'pybind11', 'small_gicp']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Software']",,True,
4843,MParT: Monotone Parameterization Toolkit,C++,"['CUDAToolkit', 'Catch2', 'Eigen3', 'JlCxx', 'Julia', 'Kokkos', 'Matlab', 'NLopt', 'cereal', 'julia', 'matlab', 'pybind11', 'python', 'src', 'tests']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Modeling And Simulation', 'Software']",,True,
1097,"OApackage: A Python package for generation and analysis of orthogonal arrays, optimal designs and conference designs",C++,"['Boost', 'Matlab', 'NumPy', 'OpenMP', 'SWIG', 'ZLIB', 'm']",[],"['Hardware', 'Modeling And Simulation', 'Software']",,False,JSON parse error: Extra data: line 3 column 1 (char 94)
8391,kokkos-fft: A shared-memory FFT for the Kokkos ecosystem,C++,"['01_1DFFT', '02_2DFFT', '03_NDFFT', '04_batchedFFT', '05_1DFFT_HOST_DEVICE', '06_1DFFT_reuse_plans', '07_unmanaged_views', '08_inplace_FFT', '09_derivative', '10_HasegawaWakatani', 'Doxygen', 'GTest', 'Kokkos', 'Sphinx', 'benchmark', 'common', 'distributed', 'docs', 'examples', 'fft']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Ris', 'Software', 'Software Analytics']",,True,
7719,"MFEM/MGIS, a HPC mini-application targeting nonlinear thermo-mechanical simulations of nuclear fuels at mesoscale",C++,"['Doxygen', 'MFEM', 'MPI', 'OpenMP', 'benchmarks', 'docs', 'doxygen', 'include', 'src', 'tests']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Ris', 'Software', 'Software Analytics']",,True,
4693,oxDNA: coarse-grained simulations of nucleic acids made simple,C++,"['${entry}', 'Doxygen', 'Git', 'MPI', 'contrib', 'oxpy', 'pybind11', 'randisi', 'romano', 'rovigatti', 'src', 'tostiguerra']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Software', 'Software Analytics']",,True,
2663,rFBP: Replicated Focusing Belief Propagation algorithm,C++,"['${TEST_DIR}', 'Doxygen', 'OpenMP', 'Scorer', 'source', 'stdc++fs']",[],"['Hardware', 'Software', 'Software Analytics']",,False,JSON parse error: Extra data: line 3 column 1 (char 76)
8401,VILLASnode: An Open-Source Real-time Multi-protocol Gateway,C++,"['CURL', 'Criterion', 'Etherlab', 'FileSystem', 'IBVerbs', 'LibDataChannel', 'Lua', 'OpenDSSC', 'OpenMP', 'OpenSSL', 'PkgConfig', 'RDMACM', 'Threads', 'api', 'clients', 'common', 'etc', 'fmt', 'formats', 'fpga']","['Hardware', 'Software', 'Process']","['Hardware', 'Software']",,True,
7586,SynxFlow: A GPU-accelerated Python package for multi-hazard simulations,C++,"['${pybind11_sources_SOURCE_DIR}\n    ${pybind11_sources_BINARY_DIR}', 'CUDA', 'PythonInterp', 'PythonLibs', 'cudaDebrisFlowSolverPybind', 'cudaFloodSolversPybind', 'cudaLandslideSolverPybind', 'lib', 'synxflow']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Software']",,True,
5417,EDP: a program for projecting electron densities from VASP onto planes,C++,"['Boost', 'CPPUNIT', 'OpenMP', 'PkgConfig', 'edpsources', 'test']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Hardware', 'Software']",,True,
4591,Mallob: Scalable SAT Solving On Demand With Decentralized Job Scheduling,C++,"['MPI', 'Threads', 'mallob_core']","['Modeling And Simulation', 'Software', 'Process']","['Hardware', 'Software']",,True,
1423,CRED: a rapid peak caller for Chem-seq data,C,"['bz2', 'curl', 'lzma', 'm', 'pthread', 'z']","['Modeling And Simulation', 'Ris', 'Software']","['Hardware', 'Software']",,True,
6724,PySymmPol - Symmetric Polynomials,Python,"['colorama', 'iniconfig', 'license', 'mpmath', 'mypy', 'mypy-extensions', 'numpy', 'packaging', 'pluggy', 'pytest', 'python', 'readme', 'sympy', 'typing-extensions']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",,True,
4991,Pyccel: a Python-to-X transpiler for scientific high-performance computing,Python,"['Pygments', 'coverage', 'filelock', 'immutabledict', 'meson', 'mpi4py', 'myst-parser', 'ninja', 'numpy', 'numpydoc', 'packaging', 'pytest', 'pytest-mpi', 'pytest-xdist', 'scipy', 'sphinx', 'sphinx-book-theme', 'sphinx-github-style', 'sympy', 'tblib']","['Modeling And Simulation', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",,True,
4460,"Mat-dp: An open-source Python model for analysing material demand projections and their environmental implications, which result from building low-carbon systems.",Python,"['atomicwrites', 'attrs', 'autoflake', 'black', 'cfgv', 'click', 'colorama', 'coverage', 'distlib', 'execnet', 'filelock', 'ghp-import', 'identify', 'importlib-metadata', 'iniconfig', 'isort', 'jinja2', 'license', 'markdown', 'markupsafe']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",,True,
4142,PyAMG: Algebraic Multigrid Solvers in Python,Python,"['docutils', 'flake8', 'flake8-bugbear', 'flake8-docstrings', 'flake8-pytest-style', 'flake8-quotes', 'flake8-use-fstring', 'm2r2', 'numpy', 'numpydoc', 'pep8-naming', 'pybind11', 'pydata-sphinx-theme', 'pylint', 'pytest', 'scipy', 'sphinx-automodapi']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",,True,
4900,PyKronecker: A Python Library for the Efficient Manipulation of Kronecker Products and Related Structures,Python,"['click', 'ghp-import', 'griffe', 'importlib-metadata', 'jinja2', 'markdown', 'markdown-include', 'markupsafe', 'mergedeep', 'mkdocs', 'mkdocs-autorefs', 'mkdocstrings-python', 'mkdocstrings[python]', 'numpy', 'packaging', 'pymdown-extensions', 'pyparsing', 'python-dateutil', 'pyyaml', 'pyyaml-env-tag']","['Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",,True,
4904,PyAutoCTI: Open-Source Charge Transfer Inefficiency Calibration,Python,"['arcticpy', 'autoconf', 'furo', 'myst-parser', 'nautilus-sampler', 'numpydoc', 'pyprojroot', 'sphinx', 'sphinx_copybutton', 'sphinx_design', 'sphinx_inline_tabs']","['Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3500,Radial Interstices Enable Speedy Low-volume Imaging,C++,"['args', 'bench', 'catch2', 'cxx', 'ducc', 'eigen3', 'flux', 'fmt', 'gewurz', 'hdf5', 'itk', 'merlin', 'nifticlib', 'riesling', 'rl', 'scnlib', 'test', 'zlib']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
3556,Symfem: a symbolic finite element definition library,Python,"['CairoSVG', 'appdirs', 'fenics-basix', 'fenics-ufl', 'mypy', 'numpy', 'pytest', 'ruff', 'sphinx', 'sphinx-autoapi', 'sympy']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
1850,simode: R Package for Statistical Inference of Ordinary Differential Equations using Separable Integral-Matching,R,"['R.rsp', 'Rcgmin', 'Rvmmin', 'deSolve', 'knitr', 'parallel', 'pracma', 'quadprog', 'testthat']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
1761,xrnet: Hierarchical Regularized Regression to Incorporate External Data,R,"['BH', 'Matrix', 'Rcpp', 'RcppEigen', 'bigmemory', 'doParallel', 'foreach', 'knitr', 'methods', 'rmarkdown', 'testthat']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
1486,FRIDGe: Fast Reactor Input Deck Generator,Python,"['PyYAML', 'coveralls', 'numpy', 'pytest', 'pytest-cov']","['Modeling And Simulation', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
937,ungroup: An R package for efficient estimation of smooth distributions from coarsely binned data,R,"['Matrix', 'MortalityLaws', 'Rcpp', 'RcppEigen', 'Rdpack', 'knitr', 'pbapply', 'rmarkdown', 'testthat']","['Data Analytics', 'Modeling And Simulation', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Process', 'Ris', 'Software']",,True,
4719,strucscan: A lightweight Python-based framework for high-throughput material simulation,Python,"['ase', 'furo', 'ipywidgets', 'm2r2', 'nbsphinx', 'numpy', 'pyyaml', 'sphinx_rtd_theme']","['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Modeling And Simulation', 'Ris', 'Software', 'Ui']",,True,
7881,CADET-Core 5.0: High-Performance Solver for Advanced Biotechnology Process Modeling,C++,"['CADET', 'Eigen3', 'Git', 'HDF5', 'LAPACK', 'SUNDIALS', 'SuperLU', 'TBB', 'UMFPACK', 'build-tools', 'cadet-cli', 'eigen3', 'hdf5', 'libcadet', 'libcadet_nonlinalg_static', 'suitesparse', 'sundials', 'superlu', 'test', 'tools']","['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Modeling And Simulation', 'Ris', 'Software']",,True,
