joss_id,title,language,predicted_categories,ground_truth,success,error,raw_response,latency_s
1330,Python Sorted Containers,Python,"['Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Software"", ""Data Analytics""]}",209.57
1143,ArviZ a unified library for exploratory analysis of Bayesian models in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",395.29
8816,NAMOSIM: a Robot Motion Planner for Navigation Among Movable Obstacles,Python,"['Modeling And Simulation', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Process""]}",210.18
7061,Giga Connectome: a BIDS-app for time series and functional connectome extraction,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",395.57
7887,fuzzyclara: Efficient Medoid-based Clustering Algorithms for Large and Fuzzy Data,R,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",380.47
7769,popclass: A Python Package for Classifying Microlensing Events,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
7009,commensurability: a Python package for classifying astronomical orbits based on their toroid volume,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
7363,CycloPhaser: A Python Package for Detecting Extratropical Cyclone Life Cycles,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.76
7830,jaxKAN: A unified JAX framework for Kolmogorov-Arnold Networks,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.73
6274,ETHOS.FINE: A Framework for Integrated Energy System Assessment,Python,"['Modeling And Simulation', 'Data Analytics', 'Integrative Analysis', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Integrative Analysis"", ""Software""]}",0.88
7358,shipgrav: A Python package for marine gravimetry,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
7031,A tool for qualitative data analysis designed to support computational thinking,Python,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"```json
{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}
```",0.86
6756,orbitize! v3: Orbit fitting for the High-contrast Imaging Community,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
6912,f3dasm: Framework for Data-Driven Design and Analysis of Structures and Materials,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
6241,RidePy: A fast and modular framework for simulating ridepooling systems,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.74
5756,ZOSPy: optical ray tracing in Python through OpticStudio,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
5916,MetObs - a Python toolkit for using non-traditional meteorological observations,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.72
5201,Mobilkit: A Python Toolkit for Urban Resilience and Disaster Risk Management Analytics,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.69
6027,prospect: an R package to link leaf optical properties with their chemical and structural properties with the leaf model PROSPECT,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
5668,matscipy: materials science at the atomic scale with Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
6038,MiscMetabar: an R package to facilitate visualization and reproducibility in metabarcoding analysis,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.8
5358,TauFactor 2: A GPU accelerated python tool for microstructural analysis,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
5352,Physics-Informed Neural networks for Advanced modeling,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
5017,DeBEIR: A Python Package for Dense Bi-Encoder Information Retrieval,Python,"['Software', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Software Analytics""]}",0.7
4930,elapid: Species distribution modeling tools for Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
5100,Melodie: Agent-based Modeling in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.72
4753,simcardems: A FEniCS-based cardiac electro-mechanics solver,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.78
4206,BCEA: An R Package for Cost-Effectiveness Analysis,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.74
4398,MyPTV: A Python Package for 3D Particle Tracking,Jupyter Notebook,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
4017,PySPI: A python analysis framework for INTEGRAL/SPI,Python,"['Data Analytics', 'Software Analytics', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Integrative Analysis""]}",0.72
3738,PyLithics: A Python package for stone tool analysis,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.69
3199,Sapsan: Framework for Supernovae Turbulence Modeling with Machine Learning,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.72
3646,spant: An R package for magnetic resonance spectroscopy analysis,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.7
3695,HydDown: A Python package for calculation of hydrogen (or other gas) pressure vessel filling and discharge,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
3434,"Sync Toolbox: A Python Package for Efficient, Robust, and Accurate Music Synchronization",Python,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.69
3351,neworder: a dynamic microsimulation framework for Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
3221,mosartwmpy: A Python implementation of the MOSART-WM coupled hydrologic routing and water management model,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.74
3127,FitBenchmarking: an open source Python package comparing data fitting software,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.76
2973,Tyssue: an epithelium simulation library,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
3021,seaborn: statistical data visualization,Python,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.6
3089,IFermi: A python library for Fermi surface generation and analysis,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.72
2641,"astrosource: automating optical astronomy measurement, calibration and analysis for variable stellar sources from provided photometry",Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.69
2107,SampleDB: A sample and measurement metadata database,Python,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"```json
{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}
```",0.85
2804,gospl: Global Scalable Paleo Landscape Evolution,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
2006,LiberTEM: Software platform for scalable multidimensional data processing in transmission electron microscopy,Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.73
1896,MNE-BIDS: Organizing electrophysiological data into the BIDS format and facilitating their analysis,Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.71
1837,CoralP: Flexible visualization of the human phosphatome,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.58
785,shinyssd v1.0: Species Sensitivity Distributions for Ecotoxicological Risk Assessment,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.78
1108,AnyPyTools: A Python package for reproducible research with the AnyBody Modeling System,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
1026,Pingouin: statistics in Python,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.69
638,MLxtend: Providing machine learning and data science utilities and extensions to Python's scientific computing stack,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
427,MDEntropy: Information-Theoretic Analyses for Molecular Dynamics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
188,MSMExplorer: Data Visualizations for Biomolecular Dynamics,Python,"['Data Analytics', 'Modeling And Simulation', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Ui""]}",0.67
7948,NumbaCS: A fast Python package for coherent structure analysis,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
8121,3DQLayers: Volumetric Layer Based Analysis for Quantitative Renal MRI,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.72
7300,AutoPDEx: An Automized Partial Differential Equation solver based on JAX,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
7490,pyMechT: A Python package for mechanics of soft tissues,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
7313,PeakPerformance - A tool for Bayesian inference-based fitting of LC-MS/MS peaks,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
6919,Osier: A Python package for multi-objective energy system optimization,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.72
6427,PhyloX: A Python package for complete phylogenetic network workflows,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.75
6934,alchemlyb: the simple alchemistry library,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
6860,MARTINI: Mock Array Radio Telescope Interferometry of the Neutral ISM,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
6120,DICaugment: A Python Package for 3D Medical Imaging Augmentation,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
5984,kinisi: Bayesian analysis of mass transport from molecular dynamics simulations,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.73
5810,tightbinder: A Python package for semi-empirical tight-binding models of crystalline and disordered solids,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
5511,otoole: OSeMOSYS Tools for Energy Work,Python,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.68
5422,SuperNOVA: Semi-Parametric Identification and Estimation of Interaction and Effect Modification in Mixed Exposures using Stochastic Interventions in R,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.74
5510,xinvert: A Python package for inversion problems in geophysical fluid dynamics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
5410,Ethical Smart Grid: a Gym environment for learning ethical behaviours,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
5372,Netgraph: Publication-quality Network Visualisations in Python,Python,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.6
5093,Multi-view-AE: A Python package for multi-view autoencoder models,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
4868,NIMPHS: Numerous Instruments to Manipulate and Post-process Hydraulic Simulations,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.7
4996,"Water Systems Integrated Modelling framework, WSIMOD: A Python package for integrated modelling of water quality and quantity across the water cycle",Python,"['Modeling And Simulation', 'Data Analytics', 'Integrative Analysis', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Integrative Analysis"", ""Software""]}",0.88
4880,abcvoting: A Python package for approval-based multi-winner voting rules,Python,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.7
3829,HARDy: Handling Arbitrary Recognition of Data in Python,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
3308,GGMnonreg: Non-Regularized Gaussian Graphical Models in R,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.72
2879,Bempp-cl: A fast Python based just-in-time compiling boundary element library.,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.66
2825,PyAutoLens: Open-Source Strong Gravitational Lensing,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
2757,The Pulsar Signal Simulator: A Python package for simulating radio signal data from pulsars,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
2675,SLIX: A Python package for fully automated evaluation of Scattered Light Imaging measurements on brain tissue,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
2103,fleck: Fast approximate light curves for starspot rotational modulation,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
1832,SunPy: A Python package for Solar Physics,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.76
1511,swisslandstats-geopy: Python tools for the land statistics datasets from the Swiss Federal Statistical Office,Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.69
1414,anesthetic: nested sampling visualisation,Python,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.61
1191,AxoPy: A Python Library for Implementing Human-Computer Interface Experiments,Python,"['Software', 'Ui', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Ui"", ""Data Analytics""]}",0.6
855,pfla: A Python Package for Dental Facial Analysis using Computer Vision and Statistical Shape Analysis,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.7
512,origami: A Generalized Framework for Cross-Validation in R,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
2565,rsudp: A Python package for real-time seismic monitoring with Raspberry Shake instruments,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.69
989,diff_classifier: Parallelization of multi-particle tracking video analyses,Python,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
3896,"PyMPDATA v1: Numba-accelerated implementation of MPDATA with examples in Python, Julia and Matlab",Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
2449,Sit2StandPy: An Open-Source Python Package for Detecting and Quantifying Sit-to-Stand Transitions Using an Accelerometer on the Lower Back,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
1745,ndsplines: A Python Library for Tensor-Product B-Splines of Arbitrary Dimension,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
7256,PDR: The Planetary Data Reader,Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.68
6877,PyNeuroTrace - Python code for neural activity time series,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
6306,GTFS Segments: A Fast and Efficient Library to Generate Bus Stop Spacings,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.7
