joss_id,title,language,predicted_categories,ground_truth,success,error,latency_s,raw_response
3634,latentcor: An R Package for estimating latent correlations from mixed data types,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.93,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
3323,RENT: A Python Package for Repeated Elastic Net Feature Selection,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.8,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
2607,"Foolbox Native: Fast adversarial attacks to benchmark the robustness of machine learning models in PyTorch, TensorFlow, and JAX",Python,"['Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.76,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
1881,ytree: A Python package for analyzing merger trees,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1704,AXITOM: A Python package for reconstruction of axisymmetric tomograms acquired by a conical beam,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1427,fmcmc: A friendly MCMC framework,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.76,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
1306,crystal-torture: A crystal tortuosity module,Python,"['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Ris"", ""Software"", ""Process""]}"
1330,Python Sorted Containers,Python,"['Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.48,"{""categories"": [""Software"", ""Process""]}"
1143,ArviZ a unified library for exploratory analysis of Bayesian models in Python,Python,"['Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,0.74,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
8816,NAMOSIM: a Robot Motion Planner for Navigation Among Movable Obstacles,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
7061,Giga Connectome: a BIDS-app for time series and functional connectome extraction,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.95,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7887,fuzzyclara: Efficient Medoid-based Clustering Algorithms for Large and Fuzzy Data,R,"['Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.67,"{""categories"": [""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
7769,popclass: A Python Package for Classifying Microlensing Events,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7009,commensurability: a Python package for classifying astronomical orbits based on their toroid volume,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7363,CycloPhaser: A Python Package for Detecting Extratropical Cyclone Life Cycles,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.97,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
7830,jaxKAN: A unified JAX framework for Kolmogorov-Arnold Networks,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
6274,ETHOS.FINE: A Framework for Integrated Energy System Assessment,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
7358,shipgrav: A Python package for marine gravimetry,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7031,A tool for qualitative data analysis designed to support computational thinking,Python,"['Data Analytics', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.86,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ui""]}"
6756,orbitize! v3: Orbit fitting for the High-contrast Imaging Community,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6912,f3dasm: Framework for Data-Driven Design and Analysis of Structures and Materials,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
6241,RidePy: A fast and modular framework for simulating ridepooling systems,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.84,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
5756,ZOSPy: optical ray tracing in Python through OpticStudio,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.88,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
5916,MetObs - a Python toolkit for using non-traditional meteorological observations,Python,"['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.86,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
5201,Mobilkit: A Python Toolkit for Urban Resilience and Disaster Risk Management Analytics,Python,"['Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.75,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
6027,prospect: an R package to link leaf optical properties with their chemical and structural properties with the leaf model PROSPECT,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5668,matscipy: materials science at the atomic scale with Python,Python,"['Modeling And Simulation', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.78,"{""categories"": [""Modeling And Simulation"", ""Ris"", ""Software"", ""Process""]}"
6038,MiscMetabar: an R package to facilitate visualization and reproducibility in metabarcoding analysis,R,"['Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.94,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
5358,TauFactor 2: A GPU accelerated python tool for microstructural analysis,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,1.0,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
5352,Physics-Informed Neural networks for Advanced modeling,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
5017,DeBEIR: A Python Package for Dense Bi-Encoder Information Retrieval,Python,"['Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.78,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
4930,elapid: Species distribution modeling tools for Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5100,Melodie: Agent-based Modeling in Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
4753,simcardems: A FEniCS-based cardiac electro-mechanics solver,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
4206,BCEA: An R Package for Cost-Effectiveness Analysis,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.94,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
4398,MyPTV: A Python Package for 3D Particle Tracking,Jupyter Notebook,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
4017,PySPI: A python analysis framework for INTEGRAL/SPI,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.94,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
3738,PyLithics: A Python package for stone tool analysis,Python,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.74,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
3199,Sapsan: Framework for Supernovae Turbulence Modeling with Machine Learning,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.87,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
3646,spant: An R package for magnetic resonance spectroscopy analysis,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,1.05,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui"", ""Process""]}"
3695,HydDown: A Python package for calculation of hydrogen (or other gas) pressure vessel filling and discharge,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.87,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
3434,"Sync Toolbox: A Python Package for Efficient, Robust, and Accurate Music Synchronization",Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
3351,neworder: a dynamic microsimulation framework for Python,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.86,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
3221,mosartwmpy: A Python implementation of the MOSART-WM coupled hydrologic routing and water management model,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.95,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
3127,FitBenchmarking: an open source Python package comparing data fitting software,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics', 'Software', 'Ui', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,1.12,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics"", ""Software"", ""Ui"", ""Process"", ""Ris""]}"
2973,Tyssue: an epithelium simulation library,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.87,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
3021,seaborn: statistical data visualization,Python,"['Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.69,"{""categories"": [""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
3089,IFermi: A python library for Fermi surface generation and analysis,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,1.03,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process"", ""Ui""]}"
2641,"astrosource: automating optical astronomy measurement, calibration and analysis for variable stellar sources from provided photometry",Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2107,SampleDB: A sample and measurement metadata database,Python,"['Software', 'Ui', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.82,"{""categories"": [""Software"", ""Ui"", ""Ris"", ""Process""]}"
2804,gospl: Global Scalable Paleo Landscape Evolution,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.93,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
2006,LiberTEM: Software platform for scalable multidimensional data processing in transmission electron microscopy,Python,"['Data Analytics', 'Software', 'Ris', 'Process', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.86,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process"", ""Ui""]}"
1896,MNE-BIDS: Organizing electrophysiological data into the BIDS format and facilitating their analysis,Python,"['Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.74,"{""categories"": [""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
1837,CoralP: Flexible visualization of the human phosphatome,R,"['Ui', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.8,"{""categories"": [""Ui"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
785,shinyssd v1.0: Species Sensitivity Distributions for Ecotoxicological Risk Assessment,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,1.01,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Ui""]}"
1108,AnyPyTools: A Python package for reproducible research with the AnyBody Modeling System,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Ui', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.85,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Ui"", ""Process""]}"
1026,Pingouin: statistics in Python,Python,"['Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.6,"{""categories"": [""Data Analytics"", ""Software"", ""Process""]}"
638,MLxtend: Providing machine learning and data science utilities and extensions to Python's scientific computing stack,Python,"['Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.61,"{""categories"": [""Data Analytics"", ""Software"", ""Process""]}"
427,MDEntropy: Information-Theoretic Analyses for Molecular Dynamics,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.87,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
188,MSMExplorer: Data Visualizations for Biomolecular Dynamics,Python,"['Data Analytics', 'Ui', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,0.8,"{""categories"": [""Data Analytics"", ""Ui"", ""Ris"", ""Software"", ""Process""]}"
7948,NumbaCS: A fast Python package for coherent structure analysis,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.79,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
8121,3DQLayers: Volumetric Layer Based Analysis for Quantitative Renal MRI,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
7300,AutoPDEx: An Automized Partial Differential Equation solver based on JAX,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
7490,pyMechT: A Python package for mechanics of soft tissues,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.94,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
7313,PeakPerformance - A tool for Bayesian inference-based fitting of LC-MS/MS peaks,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6919,Osier: A Python package for multi-objective energy system optimization,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.94,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
6427,PhyloX: A Python package for complete phylogenetic network workflows,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.96,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6934,alchemlyb: the simple alchemistry library,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
6860,MARTINI: Mock Array Radio Telescope Interferometry of the Neutral ISM,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
6120,DICaugment: A Python Package for 3D Medical Imaging Augmentation,Python,"['Data Analytics', 'Software', 'Ris', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.72,"{""categories"": [""Data Analytics"", ""Software"", ""Ris"", ""Process""]}"
5984,kinisi: Bayesian analysis of mass transport from molecular dynamics simulations,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5810,tightbinder: A Python package for semi-empirical tight-binding models of crystalline and disordered solids,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.92,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5511,otoole: OSeMOSYS Tools for Energy Work,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.91,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
5422,SuperNOVA: Semi-Parametric Identification and Estimation of Interaction and Effect Modification in Mixed Exposures using Stochastic Interventions in R,R,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.94,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
5510,xinvert: A Python package for inversion problems in geophysical fluid dynamics,Python,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.88,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software"", ""Process""]}"
5410,Ethical Smart Grid: a Gym environment for learning ethical behaviours,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.88,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
5372,Netgraph: Publication-quality Network Visualisations in Python,Python,"['Data Analytics', 'Ui', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.68,"{""categories"": [""Data Analytics"", ""Ui"", ""Software"", ""Process""]}"
5093,Multi-view-AE: A Python package for multi-view autoencoder models,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.8,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
4868,NIMPHS: Numerous Instruments to Manipulate and Post-process Hydraulic Simulations,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.89,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
4996,"Water Systems Integrated Modelling framework, WSIMOD: A Python package for integrated modelling of water quality and quantity across the water cycle",Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.9,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
4880,abcvoting: A Python package for approval-based multi-winner voting rules,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.77,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
3829,HARDy: Handling Arbitrary Recognition of Data in Python,Python,"['Data Analytics', 'Software', 'Process', 'Ris']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.7,"{""categories"": [""Data Analytics"", ""Software"", ""Process"", ""Ris""]}"
3308,GGMnonreg: Non-Regularized Gaussian Graphical Models in R,R,"['Modeling And Simulation', 'Data Analytics', 'Ris', 'Software']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.79,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Ris"", ""Software""]}"
2879,Bempp-cl: A fast Python based just-in-time compiling boundary element library.,Python,"['Modeling And Simulation', 'Data Analytics', 'Software', 'Process']","['Data Analytics', 'Modeling And Simulation', 'Process', 'Ris', 'Software']",True,,0.76,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software"", ""Process""]}"
